DevelopmentRegion,RegionalDistrict,Municipality,Statistics,date,values
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,COMMERCIAL TOTAL (count),2017-05 (May),14
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,COMMERCIAL TOTAL (count),2017-06 (Jun),6
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,COMMERCIAL TOTAL (count),2017-07 (Jul),5
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,COMMERCIAL TOTAL (count),2017-08 (Aug),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,COMMERCIAL TOTAL (count),2017-09 (Sep),7
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,COMMERCIAL TOTAL (count),2017-10 (Oct),4
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-03 (Mar),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-06 (Jun),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-07 (Jul),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-08 (Aug),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FARM TOTAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-01 (Jan),"$1,154,478.77 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-02 (Feb),"$966,040.67 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-03 (Mar),"$812,903.70 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-04 (Apr),"$841,776.52 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-05 (May),"$800,333.13 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-06 (Jun),"$673,455.07 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-07 (Jul),"$910,202.93 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-08 (Aug),"$983,674.42 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-09 (Sep),"$1,059,311.19 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average ($ mean),2017-10 (Oct),"$866,989.78 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-01 (Jan),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-02 (Feb),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-03 (Mar),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-04 (Apr),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-05 (May),"$1,027,633.33 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-06 (Jun),"$611,480.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-07 (Jul),"$927,225.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-08 (Aug),"$1,304,285.71 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-09 (Sep),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Average of Foreign Involvement Transactions ($ mean),2017-10 (Oct),"$1,364,913.33 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-01 (Jan),"$820,350.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-02 (Feb),"$827,675.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-03 (Mar),"$772,500.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-04 (Apr),"$787,250.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-05 (May),"$749,900.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-06 (Jun),"$445,400.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-07 (Jul),"$875,000.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-08 (Aug),"$928,300.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-09 (Sep),"$827,000.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median ($ median),2017-10 (Oct),"$860,000.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-01 (Jan),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-02 (Feb),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-03 (Mar),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-04 (Apr),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-05 (May),"$989,950.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-06 (Jun),"$532,900.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-07 (Jul),"$909,000.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-08 (Aug),"$905,000.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-09 (Sep),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Median of Foreign Involvement Transactions ($ median),2017-10 (Oct),"$1,025,000.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-01 (Jan),"$113,138,919.90 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-02 (Feb),"$98,536,148.15 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-03 (Mar),"$120,309,747.70 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-04 (Apr),"$133,000,689.50 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-05 (May),"$236,898,607.30 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-06 (Jun),"$304,401,693.10 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-07 (Jul),"$241,203,777.60 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-08 (Aug),"$249,853,302.63 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-09 (Sep),"$242,582,263.34 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum ($ sum),2017-10 (Oct),"$152,590,201.20 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-01 (Jan),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-02 (Feb),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-03 (Mar),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-04 (Apr),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-05 (May),"$6,165,800.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-06 (Jun),"$3,057,400.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-07 (Jul),"$7,417,800.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-08 (Aug),"$9,130,000.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-09 (Sep),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-10 (Oct),"$6,824,566.67 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-01 (Jan),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-02 (Feb),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-03 (Mar),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-04 (Apr),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-05 (May),6
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-06 (Jun),5
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-07 (Jul),8
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-08 (Aug),7
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-09 (Sep),nr
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,Foreign Involvement Transactions (count),2017-10 (Oct),5
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-04 (Apr),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-07 (Jul),25
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-08 (Aug),3
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,OTHER/UNKNOWN TOTAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-01 (Jan),"$2,592,954.17 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-02 (Feb),"$2,139,664.89 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-03 (Mar),"$2,347,616.52 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-04 (Apr),"$2,497,914.90 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-05 (May),"$4,823,316.73 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-06 (Jun),"$5,071,697.51 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-07 (Jul),"$4,392,550.45 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-08 (Aug),"$4,527,205.53 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-09 (Sep),"$4,720,184.47 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid ($ sum),2017-10 (Oct),"$2,640,941.17 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-01 (Jan),"$14,423.50 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-02 (Feb),"$14,580.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-03 (Mar),"$13,450.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-04 (Apr),"$13,755.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-05 (May),"$13,280.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-06 (Jun),"$6,402.01 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-07 (Jul),"$15,500.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-08 (Aug),"$16,600.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-09 (Sep),"$14,540.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,PTT Paid Median ($ median),2017-10 (Oct),"$15,200.00 "
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-08 (Aug),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RECREATIONAL TOTAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-03 (Mar),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-05 (May),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-08 (Aug),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-09 (Sep),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - ACREAGE (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-06 (Jun),3
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - COMMERCE (count),2017-10 (Oct),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-01 (Jan),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-05 (May),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-06 (Jun),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-09 (Sep),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - FARM (count),2017-10 (Oct),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - MULTI-FAMILY (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-01 (Jan),35
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-02 (Feb),18
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-03 (Mar),10
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-04 (Apr),22
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-05 (May),80
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-06 (Jun),239
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-07 (Jul),33
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-08 (Aug),25
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-09 (Sep),62
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - OTHER (count),2017-10 (Oct),24
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-01 (Jan),31
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-02 (Feb),53
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-03 (Mar),90
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-04 (Apr),87
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-05 (May),148
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-06 (Jun),150
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-07 (Jul),158
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-08 (Aug),172
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-09 (Sep),117
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-10 (Oct),100
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-01 (Jan),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-02 (Feb),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-03 (Mar),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-04 (Apr),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-05 (May),1
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-06 (Jun),2
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-10 (Oct),5
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-01 (Jan),21
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-02 (Feb),23
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-03 (Mar),42
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-04 (Apr),41
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-05 (May),51
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-06 (Jun),49
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-07 (Jul),43
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-08 (Aug),47
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-09 (Sep),40
Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-10 (Oct),40
